0x00091360: aaa  ; call ebx ; 
0x000728ec: adc byte [ebp-0x7600C7A4], cl ; retn 0x2C8D ; 
0x0001e36b: adc byte [ebp-0x760352B4], cl ; retn 0xEAD3 ; 
0x001189f8: adc byte [ebp-0x763E7640], al ; ret  ; 
0x000e8f7a: adc byte [ebp-0x76E78B40], al ; ret  ; 
0x00104319: adc byte [ebp-0x76EB8B40], al ; retn 0x848B ; 
0x000c84f7: adc byte [ebp-0x76F88B40], al ; ret  ; 
0x0013abd7: adc byte [ebp-0x79F00F93], cl ; call dword [eax] ; 
0x00135ad3: adc byte [ebp-0x79F00F93], cl ; ret  ; 
0x0011e17a: adc byte [ebp-0x7C2E8740], al ; ret  ; 
0x001090ab: adc byte [ebp-0x7C348B40], al ; ret  ; 
0x00109b87: adc byte [ebp-0x7C408B40], al ; ret  ; 
0x00109cd8: adc byte [ebp-0x7C5B8B40], al ; ret  ; 
0x000f474d: adc byte [ebp-0x7CE4E884], cl ; ret  ; 
0x00196239: adc byte [ebx+0x0A400204], al ; ret  ; 
0x0018c889: adc byte [ebx+0x0A410204], al ; ret  ; 
0x001730a9: adc byte [ebx+0x0A430204], al ; ret  ; 
0x001841f9: adc byte [ebx+0x0A440204], al ; ret  ; 
0x00173b25: adc byte [ebx+0x0A450204], al ; ret  ; 
0x0017fb85: adc byte [ebx+0x0A480204], al ; ret  ; 
0x0016fa15: adc byte [ebx+0x0A490204], al ; ret  ; 
0x0019bdf9: adc byte [ebx+0x0A4B0204], al ; ret  ; 
0x00194809: adc byte [ebx+0x0A4E0204], al ; ret  ; 
0x00173255: adc byte [ebx+0x0A4F0204], al ; ret  ; 
0x00187759: adc byte [ebx+0x0A520204], al ; ret  ; 
0x0018c96d: adc byte [ebx+0x0A540204], al ; ret  ; 
0x00183fa5: adc byte [ebx+0x0A5B0204], al ; ret  ; 
0x00199365: adc byte [ebx+0x0A5C0204], al ; ret  ; 
0x0018498d: adc byte [ebx+0x0A5E0204], al ; ret  ; 
0x0017a285: adc byte [ebx+0x0A620204], al ; ret  ; 
0x00184b25: adc byte [ebx+0x0A670204], al ; ret  ; 
0x00199181: adc byte [ebx+0x0A730204], al ; ret  ; 
0x00178165: adc byte [ebx+0x0A750204], al ; ret  ; 
0x00198f29: adc byte [ebx+0x0A780204], al ; ret  ; 
0x00184bb1: adc byte [ebx+0x0A7C0204], al ; ret  ; 
0x00184de9: adc byte [ebx+0x0A880204], al ; ret  ; 
0x0017c461: adc byte [ebx+0x0A8E0204], al ; ret  ; 
0x0017c4a5: adc byte [ebx+0x0A8F0204], al ; ret  ; 
0x0017c179: adc byte [ebx+0x0A920204], al ; ret  ; 
0x00184b65: adc byte [ebx+0x0A970204], al ; ret  ; 
0x0019c955: adc byte [ebx+0x0AA00204], al ; ret  ; 
0x0017c809: adc byte [ebx+0x0AC50204], al ; ret  ; 
0x001966a5: adc byte [ebx+0x0ADF0204], al ; ret  ; 
0x00179f9b: adc byte [ebx+0x0A], ah ; ret  ; 
0x00175d16: adc byte [ebx+0x0A], al ; ret  ; 
0x0019a65e: adc byte [ebx+0x0A], ch ; ret  ; 
0x0016e35b: adc byte [ebx+0x0A], cl ; ret  ; 
0x00197d3d: adc byte [ebx+0x0C0E5D04], al ; ret  ; 
0x00192569: adc byte [ebx+0x0C0E6104], al ; ret  ; 
0x00165534: adc byte [ebx+0x1F940000], 0xFFFFFFEC ; call eax ; 
0x00044700: adc byte [ebx+0x39082454], cl ; retn 0xFFB8 ; 
0x000a305f: adc byte [ebx+0x390C2454], cl ; retn 0x9275 ; 
0x0010cc33: adc byte [ebx+0x390C2454], cl ; retn 0x960F ; 
0x0004eefb: adc byte [ebx+0x390C2454], cl ; retn 0xFFB8 ; 
0x0004741d: adc byte [ebx+0x390C245C], cl ; ret  ; 
0x00047f57: adc byte [ebx+0x39142454], cl ; ret  ; 
0x00114d23: adc byte [ebx+0x53520443], cl ; call dword [eax+0x04] ; 
0x00115453: adc byte [ebx+0x53520443], cl ; call dword [eax+0x24] ; 
0x0008bab5: adc byte [ebx+0x5E082444], cl ; ret  ; 
0x00029a02: adc byte [ebx+0x5E5B04C4], al ; ret  ; 
0x0005e3c3: adc byte [ebx+0x5E5B14C4], al ; ret  ; 
0x001076fc: adc byte [ebx+0x5E5B14C4], al ; retn 0x0004 ; 
0x000fcc80: adc byte [ebx+0x5E5B24C4], al ; ret  ; 
0x00108e7d: adc byte [ebx+0x5E5B34C4], al ; ret  ; 
0x000d52ff: adc byte [ebx+0x5E5B64C4], al ; ret  ; 
0x0010ab2c: adc byte [ebx+0x5E], bl ; ret  ; 
0x000d5189: adc byte [ebx+0x650C245C], cl ; call dword [0x00000010] ; 
0x000e8d06: adc byte [ebx+0x6514247C], cl ; call dword [0x00000010] ; 
0x000e8d46: adc byte [ebx+0x65182474], cl ; call dword [0x00000010] ; 
0x00124456: adc byte [ebx+0x6518247C], cl ; call dword [0x00000010] ; 
0x00119c85: adc byte [ebx+0x651C247C], cl ; call dword [0x00000010] ; 
0x001002bb: adc byte [ebx-0x0000D76F], cl ; jmp dword [ebp-0x75] ; 
0x00067c2b: adc byte [ebx-0x0000D77D], cl ; jmp dword [ebp-0x75] ; 
0x000f7d5b: adc byte [ebx-0x0000DF6D], cl ; jmp dword [ebp-0x75] ; 
0x000b6ae1: adc byte [ebx-0x00010B63], cl ; call dword [edi-0x01] ; 
0x00163f78: adc byte [ebx-0x04], bl ; jmp dword [eax+0x12FFFC5B] ; 
0x000ead66: adc byte [ebx-0x08EBDBBC], cl ; retn 0xFF80 ; 
0x000d58b5: adc byte [ebx-0x09D7DBAC], cl ; retn 0x7540 ; 
0x00115938: adc byte [ebx-0x17E7DB84], cl ; ret  ; 
0x000c1ea0: adc byte [ebx-0x76F3DBBC], cl ; ret  ; 
0x0004929c: adc byte [ebx-0x7AF00008], al ; retn 0xFFFE ; 
0x0005496d: adc byte [ebx-0x7BF00008], al ; ret  ; 
0x0003e65f: adc byte [ebx-0x7CB7DBB4], cl ; retn 0xEB04 ; 
0x0009b448: adc byte [ebx-0x7CEBDBB4], cl ; retn 0x83FF ; 
0x0016b52b: adc byte [ecx+0x0A], al ; ret  ; 
0x00175f0a: adc byte [ecx+0x0A], ch ; ret  ; 
0x001780fa: adc byte [ecx+0x0A], cl ; ret  ; 
0x00191384: adc byte [ecx+0x0A], dl ; ret  ; 
0x00166cec: adc byte [ecx+0x19C40001], 0xFFFFFFF1 ; jmp dword [ecx+edx*4+0x1A040001] ; 
0x0007372b: adc byte [ecx+0x5F5E5BD8], cl ; ret  ; 
0x0007d6b4: adc byte [ecx+0x5F5E5BF0], cl ; ret  ; 
0x000ee68c: adc byte [ecx+0x5F5E5BF8], cl ; ret  ; 
0x00143461: adc byte [ecx+edi*8], dl ; call dword [eax-0x01] ; 
0x0006467c: adc byte [ecx-0x09EC74CE], cl ; retn 0x7402 ; 
0x0010cb5b: adc byte [ecx-0x76C3DBBC], cl ; retn 0x0A8B ; 
0x000fba99: adc byte [ecx-0x76DBDB8C], cl ; ret  ; 
0x00077bf8: adc byte [ecx-0x76F3DBA4], cl ; ret  ; 
0x000c2391: adc byte [ecx-0x76F3DBBC], cl ; retn 0xF389 ; 
0x00112247: adc byte [ecx-0x7CF57406], cl ; retn 0x8D04 ; 
0x00095594: adc byte [ecx], 0xFFFFFFFB ; call dword [esi+0x6A] ; 
0x000eaafb: adc byte [ecx], ah ; ret  ; 
0x000ccdbb: adc byte [ecx], al ; ret  ; 
0x0008fd15: adc byte [ecx], al ; retn 0x067C ; 
0x0004066f: adc byte [ecx], bh ; ret  ; 
0x000ee4c2: adc byte [ecx], bh ; retn 0x1876 ; 
0x000684f1: adc byte [ecx], bh ; retn 0x44C7 ; 
0x0004ab8d: adc byte [ecx], bh ; retn 0x4877 ; 
0x0004090c: adc byte [ecx], bh ; retn 0x850F ; 
0x000417cf: adc byte [ecx], bh ; retn 0x860F ; 
0x000410cc: adc byte [ecx], bh ; retn 0x870F ; 
0x00068425: adc byte [ecx], bh ; retn 0xA674 ; 
0x00120c25: adc byte [ecx], bh ; retn 0xB174 ; 
0x00064a75: adc byte [ecx], ch ; ret  ; 
0x0011c57d: adc byte [ecx], ch ; retn 0x4A8D ; 
0x0002f6f0: adc byte [ecx], ch ; retn 0xC269 ; 
0x00140d09: adc byte [ecx], ch ; retn 0xE183 ; 
0x0004eed7: adc byte [ecx], ch ; retn 0xFAC1 ; 
0x0003aa5f: adc byte [ecx], cl ; ret  ; 
0x000a1015: adc byte [ecx], cl ; retn 0x01B9 ; 
0x0017a256: adc byte [edi+0x0A], ah ; ret  ; 
0x0016e29b: adc byte [edi+0x0A], al ; ret  ; 
0x00176446: adc byte [edi+0x0A], bl ; ret  ; 
0x0017e6ab: adc byte [edi+0x0A], cl ; ret  ; 
0x00175e1e: adc byte [edi+0x0A], dh ; ret  ; 
0x0019b2ef: adc byte [edi+0x0A], dl ; ret  ; 
0x00085d0f: adc byte [edi+0x5B], bl ; ret  ; 
0x0007e4ea: adc byte [edi+0x5E], bl ; ret  ; 
0x000f8d63: adc byte [edi-0x0C], ch ; call dword [eax-0x18] ; 
0x00158cb0: adc byte [edi-0x0F], ch ; jmp dword [edi+ebp*2-0x0F] ; 
0x0017cf60: adc byte [edi-0x11], ah ; call dword [ecx+eax] ; 
0x001562d0: adc byte [edi-0x16], al ; jmp eax ; 
0x0000227b: adc byte [edi-0x29EFD780], al ; ret  ; 
0x00156f10: adc byte [edi], cl ; jmp dword [eax] ; 
0x0017ad23: adc byte [edx+0x0A], bl ; ret  ; 
0x0017b642: adc byte [edx+0x0A], cl ; ret  ; 
0x00184c9f: adc byte [edx+0x0A], dl ; ret  ; 
0x00166d1c: adc byte [edx+0x1F340001], 0xFFFFFFF1 ; call dword [edx+edx*4+0x1F940001] ; 
0x00115421: adc byte [edx+0x53], dl ; call dword [eax+0x20] ; 
0x00114d61: adc byte [edx+0x53], dl ; call dword [eax] ; 
0x001a1760: adc byte [edx-0x0A], dl ; jmp dword [ecx+0x00000000] ; 
0x001093b0: adc byte [edx-0x0B], dh ; call dword [edx+0x6A] ; 
0x00127039: adc byte [edx-0x18], 0xFFFFFFFC ; jmp dword [esi-0x70] ; 
0x00156fb8: adc byte [edx], 0xFFFFFFF3 ; call dword [eax-0x5F000CEE] ; 
0x00156f9c: adc byte [edx], dl ; jmp dword [eax] ; 
0x00179b52: adc byte [esi+0x0A], ah ; ret  ; 
0x00175ebb: adc byte [esi+0x0A], al ; ret  ; 
0x0017671b: adc byte [esi+0x0A], bl ; ret  ; 
0x0016bf17: adc byte [esi+0x0A], cl ; ret  ; 
0x00173ed6: adc byte [esi+0x0A], dl ; ret  ; 
0x001839ff: adc byte [esi+0x0C0E4204], al ; ret  ; 
0x00183a6e: adc byte [esi+0x0C0E4A04], al ; ret  ; 
0x00183a5d: adc byte [esi+0x0C0E4D04], al ; ret  ; 
0x00183ac3: adc byte [esi+0x0C0E4F04], al ; ret  ; 
0x00183a3b: adc byte [esi+0x0C0E7104], al ; ret  ; 
0x00183d01: adc byte [esi+0x0C0E7204], al ; ret  ; 
0x00183a4c: adc byte [esi+0x0C0E7304], al ; ret  ; 
0x00183a2a: adc byte [esi+0x0C0E7504], al ; ret  ; 
0x00163da4: adc byte [esi-0x04], dl ; jmp dword [eax+0x30FFFC56] ; 
0x0011dfaf: adc byte [esi-0x09], ah ; ret  ; 
0x00156224: adc byte [esi-0x16], dl ; call dword [eax] ; 
0x00156214: adc byte [esi-0x16], dl ; jmp eax ; 
0x00164474: adc byte [esi-0x68EF0004], 0xFFFFFFFC ; jmp dword [eax-0x2D000369] ; 
0x001a4848: adc byte [esi-0x6E9BFFFD], 0xFFFFFFF6 ; jmp dword [esi] ; 
0x0017acf5: adc ch, bh ; call dword [ecx+0x00000000] ; 
0x0017ac75: adc ch, bh ; jmp dword [eax+0x00] ; 
0x0017b7b1: adc ch, bh ; jmp dword [ebp+0x00] ; 
0x00157d10: adc ch, byte [eax-0x11] ; call dword [ecx-0x540010AD] ; 
0x000a170f: adc ch, byte [ecx] ; retn 0x068B ; 
0x000a1777: adc ch, byte [ecx] ; retn 0xC269 ; 
0x000d3cc5: adc ch, dh ; call dword [eax+0x0026B48D] ; 
0x00169561: adc cl, bh ; jmp dword [edi+esi*2+0x03] ; 
0x0002983b: adc cl, byte [ebp-0x7CFFD98C] ; ret  ; 
0x0003e2b7: adc cl, ch ; ret  ; 
0x000577fd: adc cl, ch ; retn 0xFFE9 ; 
0x000e635e: adc cl, ch ; retn 0xFFF9 ; 
0x0006e236: adc cl, ch ; retn 0xFFFA ; 
0x000ddd08: adc cl, ch ; retn 0xFFFD ; 
0x0002bd86: adc cl, cl ; ret  ; 
0x001664b1: adc dh, al ; call dword [esi+esi+0x01] ; 
0x00168289: adc dh, bh ; call dword [eax] ; 
0x00156f81: adc dh, bl ; call dword [eax+0x12] ; 
0x00156fb9: adc dh, bl ; call dword [eax-0x5F000CEE] ; 
0x00156f99: adc dh, bl ; call dword [eax] ; 
0x00156fc9: adc dh, bl ; call eax ; 
0x00156fad: adc dh, bl ; jmp dword [eax+0x12] ; 
0x00156fbd: adc dh, bl ; jmp dword [eax-0x4F000CEE] ; 
0x00156f9d: adc dh, bl ; jmp dword [eax] ; 
0x00156fcd: adc dh, bl ; jmp eax ; 
0x0010bc50: adc dh, byte [ecx] ; retn 0xD689 ; 
0x0019fd35: adc dh, dh ; jmp dword [ecx] ; 
0x000cdc19: adc dh, dh ; retn 0x0F02 ; 
0x0000227f: adc dh, dl ; ret  ; 
0x00169bf9: adc dl, bh ; call dword [eax+0x040003C3] ; 
0x00114a87: adc dword [eax+0x04], 0xFFFFFFFB ; call dword [eax-0x73] ; 
0x000b077e: adc dword [eax+0x50FFFAEF], 0xF745C7E8 ; jmp dword [esi-0x70] ; 
0x000fad39: adc dword [eax+0x57], 0xFFFFFFF5 ; call dword [eax-0x73] ; 
0x000f96c9: adc dword [eax+0x58], 0xFFFFFFF5 ; call dword [eax-0x73] ; 
0x000af4c2: adc dword [eax+0x59], 0xFFFFFFF5 ; call dword [eax-0x73] ; 
0x000ec012: adc dword [eax+0x5A], 0xFFFFFFF5 ; call dword [eax-0x73] ; 
0x000fe822: adc dword [eax+0x5B], 0xFFFFFFF5 ; call dword [eax-0x73] ; 
0x0001874c: adc dword [eax-0x00000001], edi ; ret  ; 
0x000d00d0: adc dword [eax-0x0B], 0xFFFFFFFA ; call dword [eax-0x18] ; 
0x00110b77: adc dword [eax-0x17], 0xFFFFFFF5 ; call dword [eax+0x57] ; 
0x0001850d: adc dword [eax-0x33], 0xFFFFFFFA ; call dword [eax-0x73] ; 
0x000eb614: adc dword [eax], 0xFFFFFFA1 ; call dword [eax-0x18] ; 
0x0001b5c3: adc dword [ebp-0x7CFFD98C], ecx ; retn 0x0F01 ; 
0x00101c74: adc dword [ebx+0x5E], ebx ; ret  ; 
0x000be755: adc dword [ebx-0x7CF7DBBC], ecx ; retn 0x0F01 ; 
